Geneid	max_TPM	category	family_id	subsample_assignment1	subsample_assignment2	subsample_assignment3	subsample_assignment4	subsample_assignment5	subsample_assignment6	subsample_assignment7	subsample_assignment8	subsample_assignment9	subsample_assignment10
GRMZM2G173532	0.368843	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G351786	0.386787	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G148695	0.391803	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G164311	0.396097	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G466345	0.406489	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G344047	0.40888	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G137690	0.409491	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G065438	0.416494	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G138666	0.428979	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G139670	0.447736	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G147362	0.45133	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM5G823652	0.458072	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G028862	0.466284	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G139144	0.483598	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G350644	0.491328	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G055262	0.503289	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G377889	0.513398	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G470817	0.519495	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G583751	0.529224	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G433855	0.530353	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
AC199204.3_FG002	0.530543	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G137584	0.554461	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
AC190932.3_FG008	0.562831	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G700716	0.564685	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G412793	0.570987	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G447941	0.590518	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G340739	0.591991	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G378301	0.620039	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G431723	0.640101	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G316106	0.667434	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM5G882116	0.695954	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G051339	0.70001	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G325296	0.702846	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G062706	0.715288	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G095628	0.715798	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G019742	0.719688	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G042332	0.723416	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G307084	0.74793	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G454702	0.755125	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G405225	0.792693	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G150153	0.79824	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G361621	0.804126	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G337929	0.809348	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G450897	0.81486	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G401075	0.817778	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
AC233904.1_FG002	0.838644	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G168123	0.84367	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G122628	0.854981	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G098840	0.886478	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G702814	0.913415	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G450807	0.921308	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G347655	0.921373	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
AC233855.1_FG003	0.963547	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G387755	0.990633	unexpressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G150276	360.139313	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G063949	369.7117	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G167872	381.301636	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G018177	385.224762	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G136439	385.636719	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G170927	389.867554	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G053322	394.971161	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G072911	397.969879	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G038598	401.664215	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G150256	401.79776	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G097286	434.960632	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G168274	447.250092	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G159250	458.744263	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G007195	476.857788	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G168674	515.418091	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G316113	519.143799	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G367701	519.407288	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G081188	525.213623	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G070011	621.76001	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G036203	629.009338	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G124434	651.778503	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G146206	658.941162	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM5G833124	741.265137	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G007404	748.684326	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM6G578655	803.966431	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G456217	843.202087	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G469523	848.792542	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G066326	947.396057	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G077991	960.668152	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G148200	966.596313	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G130053	1021.663147	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G166281	1228.119873	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G166767	1288.585693	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G014240	1391.939819	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G014526	1596.37085	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G030784	1665.961548	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G131286	1756.266235	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G170336	1780.287476	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G069095	1905.332397	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G031311	2136.130371	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G073465	2195.509766	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G038636	2272.761475	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G038536	2507.799561	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G044027	2593.890869	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G108849	2649.405273	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G165357	2672.802002	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM5G852968	3453.969971	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G098298	3894.291504	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G072448	6770.811035	highly-expressed	10	subsample5	subsample4	subsample2	subsample4	subsample3	subsample1	subsample5	subsample3	subsample5	subsample1
GRMZM2G425351	0	unexpressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM2G414601	0.866694	unexpressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM5G889152	0.915677	unexpressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM2G098474	365.056885	highly-expressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM2G087254	400.242767	highly-expressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM5G833140	447.733429	highly-expressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
GRMZM2G157727	704.770569	highly-expressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
AC189750.4_FG004	1859.712891	highly-expressed	11	subsample4	subsample2	subsample5	subsample2	subsample2	subsample4	subsample2	subsample5	subsample1	subsample1
